user_id,date,device,sex,channel
378948,2015-03-06,Mobile,Male,search
220197,2015-01-14,Desktop,Female,search
245517,2015-02-23,Desktop,Female,paid_ads
594992,2015-04-18,Mobile,Male,search
231324,2015-02-22,Desktop,Female,search
107605,2015-03-04,Desktop,Female,search
870834,2015-02-11,Mobile,Male,search
604565,2015-04-03,Desktop,Female,paid_ads
984873,2015-04-04,Desktop,Female,paid_ads
623145,2015-04-04,Mobile,Male,search
457209,2015-01-07,Desktop,Female,search
13830,2015-02-05,Desktop,Male,search
716584,2015-03-15,Desktop,Male,search
434895,2015-01-07,Desktop,Female,paid_ads
471874,2015-02-17,Desktop,Male,search
838723,2015-02-19,Desktop,Male,search
731725,2015-03-26,Mobile,Male,search
25566,2015-04-12,Desktop,Male,search
566349,2015-02-27,Desktop,Female,paid_ads
880532,2015-04-10,Desktop,Male,paid_ads
574808,2015-02-19,Desktop,Female,paid_ads
418014,2015-02-22,Desktop,Female,paid_ads
205344,2015-01-27,Desktop,Female,search
176571,2015-01-03,Desktop,Female,paid_ads
41600,2015-02-21,Desktop,Female,paid_ads
727796,2015-03-26,Desktop,Male,search
167038,2015-04-13,Mobile,Male,paid_ads
94187,2015-04-30,Desktop,Male,search
985123,2015-04-13,Mobile,Female,search
965822,2015-02-19,Desktop,Female,paid_ads
999441,2015-02-06,Mobile,Male,paid_ads
872473,2015-01-26,Desktop,Male,paid_ads
476955,2015-03-23,Mobile,Female,paid_ads
384199,2015-03-24,Desktop,Male,paid_ads
388103,2015-03-30,Desktop,Female,paid_ads
407805,2015-03-18,Desktop,Female,search
779585,2015-02-08,Mobile,Male,paid_ads
958443,2015-01-31,Desktop,Male,search
846115,2015-03-12,Mobile,Female,paid_ads
647067,2015-03-05,Mobile,Male,search
210950,2015-01-15,Desktop,Male,paid_ads
178373,2015-04-30,Desktop,Male,search
67626,2015-03-22,Desktop,Male,search
355552,2015-03-22,Desktop,Female,search
795169,2015-03-26,Mobile,Female,paid_ads
552008,2015-04-19,Mobile,Male,search
874797,2015-01-26,Desktop,Female,paid_ads
336186,2015-02-20,Desktop,Male,paid_ads
449714,2015-01-28,Mobile,Male,paid_ads
635882,2015-02-22,Desktop,Female,search
648838,2015-02-27,Mobile,Female,paid_ads
920130,2015-04-03,Desktop,Male,paid_ads
853085,2015-01-09,Desktop,Male,paid_ads
141250,2015-03-20,Desktop,Male,paid_ads
155756,2015-01-14,Mobile,Male,search
435742,2015-02-01,Mobile,Female,paid_ads
179518,2015-01-05,Desktop,Female,paid_ads
83581,2015-01-30,Desktop,Male,paid_ads
801991,2015-01-04,Desktop,Female,paid_ads
637254,2015-01-09,Desktop,Male,search
324784,2015-04-04,Mobile,Male,paid_ads
587563,2015-01-17,Desktop,Male,search
797730,2015-03-20,Desktop,Male,search
239133,2015-04-24,Desktop,Male,paid_ads
821176,2015-01-30,Desktop,Female,paid_ads
193027,2015-04-03,Desktop,Female,paid_ads
524052,2015-03-12,Desktop,Female,paid_ads
782646,2015-04-06,Mobile,Female,paid_ads
707617,2015-02-20,Mobile,Male,paid_ads
26481,2015-03-14,Desktop,Female,paid_ads
263024,2015-04-27,Desktop,Female,search
468189,2015-01-01,Mobile,Male,paid_ads
424187,2015-01-13,Desktop,Male,paid_ads
697998,2015-01-13,Desktop,Male,paid_ads
226861,2015-02-08,Mobile,Female,search
106038,2015-01-07,Desktop,Male,search
140864,2015-01-19,Mobile,Male,search
996089,2015-03-16,Desktop,Male,search
581208,2015-01-02,Desktop,Male,paid_ads
592297,2015-04-26,Desktop,Female,paid_ads
88600,2015-04-19,Desktop,Male,search
428198,2015-02-23,Desktop,Male,paid_ads
671415,2015-03-21,Mobile,Male,paid_ads
970783,2015-03-27,Desktop,Female,paid_ads
212557,2015-04-19,Desktop,Female,search
681538,2015-02-08,Desktop,Female,paid_ads
717441,2015-01-30,Mobile,Female,paid_ads
112814,2015-04-09,Mobile,Male,search
95108,2015-01-29,Desktop,Female,search
158455,2015-04-25,Desktop,Male,paid_ads
294234,2015-03-16,Mobile,Male,paid_ads
251157,2015-03-10,Desktop,Male,paid_ads
947971,2015-03-08,Desktop,Female,paid_ads
26348,2015-01-27,Desktop,Male,paid_ads
931071,2015-03-16,Mobile,Male,paid_ads
416753,2015-03-03,Desktop,Male,paid_ads
560881,2015-03-06,Desktop,Male,paid_ads
914566,2015-04-01,Desktop,Female,paid_ads
624314,2015-04-07,Desktop,Male,paid_ads
261175,2015-04-18,Mobile,Female,paid_ads
469756,2015-01-24,Desktop,Female,paid_ads
325655,2015-02-19,Mobile,Male,paid_ads
780988,2015-04-03,Desktop,Male,search
873311,2015-01-19,Mobile,Female,search
485948,2015-03-03,Mobile,Male,paid_ads
846486,2015-02-04,Desktop,Female,search
759991,2015-02-10,Desktop,Male,paid_ads
260665,2015-04-02,Mobile,Female,paid_ads
137037,2015-04-11,Desktop,Male,paid_ads
481376,2015-03-29,Mobile,Male,paid_ads
126569,2015-02-24,Desktop,Male,paid_ads
579677,2015-03-26,Mobile,Female,paid_ads
957293,2015-04-16,Desktop,Female,paid_ads
430295,2015-01-21,Mobile,Male,paid_ads
569491,2015-03-29,Desktop,Female,search
422726,2015-01-10,Desktop,Female,search
723540,2015-04-29,Desktop,Female,search
521442,2015-02-01,Mobile,Male,paid_ads
362111,2015-04-01,Desktop,Male,search
17329,2015-04-02,Desktop,Female,paid_ads
628199,2015-04-02,Mobile,Male,paid_ads
862101,2015-03-21,Desktop,Male,paid_ads
711742,2015-03-17,Desktop,Female,search
792150,2015-04-18,Desktop,Female,paid_ads
52348,2015-02-20,Mobile,Female,search
174311,2015-03-27,Desktop,Male,paid_ads
218289,2015-02-26,Desktop,Male,paid_ads
892708,2015-02-27,Mobile,Female,paid_ads
926378,2015-04-05,Desktop,Male,paid_ads
154247,2015-03-01,Desktop,Female,search
618376,2015-01-14,Mobile,Male,paid_ads
153398,2015-03-20,Mobile,Female,paid_ads
211834,2015-02-23,Desktop,Male,search
807280,2015-04-17,Mobile,Female,search
541702,2015-03-07,Desktop,Male,search
812904,2015-04-25,Desktop,Male,paid_ads
800490,2015-02-27,Mobile,Female,paid_ads
91251,2015-04-19,Desktop,Male,paid_ads
725835,2015-04-18,Desktop,Female,search
80921,2015-01-21,Desktop,Male,paid_ads
423478,2015-03-03,Mobile,Male,paid_ads
145498,2015-01-28,Mobile,Female,search
124672,2015-04-10,Desktop,Female,search
291840,2015-03-05,Desktop,Female,paid_ads
79105,2015-02-17,Desktop,Male,paid_ads
643460,2015-04-21,Desktop,Male,search
89968,2015-04-13,Desktop,Male,paid_ads
367090,2015-01-12,Desktop,Male,search
323678,2015-04-03,Desktop,Male,paid_ads
949671,2015-02-25,Mobile,Male,paid_ads
89464,2015-02-23,Mobile,Male,paid_ads
290391,2015-03-31,Mobile,Male,paid_ads
122651,2015-02-21,Desktop,Female,paid_ads
476508,2015-04-30,Desktop,Female,search
665984,2015-02-08,Mobile,Female,search
680460,2015-03-04,Desktop,Female,paid_ads
236586,2015-03-27,Desktop,Female,paid_ads
57108,2015-04-18,Desktop,Female,search
107888,2015-04-10,Desktop,Female,search
204170,2015-03-30,Desktop,Female,paid_ads
197117,2015-04-17,Desktop,Female,search
578008,2015-01-18,Desktop,Female,paid_ads
275484,2015-04-17,Desktop,Female,paid_ads
669237,2015-02-03,Desktop,Female,search
890176,2015-03-06,Desktop,Female,paid_ads
381241,2015-03-18,Mobile,Female,paid_ads
676989,2015-04-17,Desktop,Female,paid_ads
487368,2015-02-17,Desktop,Male,search
516375,2015-02-28,Desktop,Female,paid_ads
155766,2015-02-03,Desktop,Male,paid_ads
438980,2015-04-21,Mobile,Male,paid_ads
834664,2015-04-18,Desktop,Male,paid_ads
379453,2015-01-02,Desktop,Male,paid_ads
130249,2015-02-01,Desktop,Male,paid_ads
805888,2015-03-26,Desktop,Male,paid_ads
253420,2015-04-23,Mobile,Male,search
844399,2015-02-24,Desktop,Female,paid_ads
339785,2015-02-12,Mobile,Female,search
17533,2015-03-13,Desktop,Male,paid_ads
7371,2015-03-17,Desktop,Male,paid_ads
91631,2015-02-15,Desktop,Male,search
845493,2015-01-24,Mobile,Female,paid_ads
454000,2015-03-01,Mobile,Female,paid_ads
29134,2015-02-26,Desktop,Male,paid_ads
661568,2015-03-21,Desktop,Female,paid_ads
663684,2015-02-05,Mobile,Female,paid_ads
898375,2015-04-13,Desktop,Female,search
709847,2015-02-13,Desktop,Female,paid_ads
94009,2015-01-28,Mobile,Female,paid_ads
182763,2015-01-12,Desktop,Female,paid_ads
65594,2015-03-02,Desktop,Female,paid_ads
904505,2015-03-19,Desktop,Female,search
215864,2015-01-30,Desktop,Male,search
512615,2015-02-03,Mobile,Male,paid_ads
441149,2015-04-13,Desktop,Male,paid_ads
187957,2015-02-06,Desktop,Female,paid_ads
796149,2015-03-17,Desktop,Female,paid_ads
47219,2015-01-07,Desktop,Male,paid_ads
126069,2015-01-18,Desktop,Male,paid_ads
491650,2015-03-23,Desktop,Female,search
998063,2015-04-15,Desktop,Female,paid_ads
975403,2015-02-13,Mobile,Male,paid_ads
885532,2015-02-22,Desktop,Female,search
260528,2015-02-27,Desktop,Female,search
151208,2015-04-21,Desktop,Female,paid_ads
602831,2015-01-07,Desktop,Female,search
568481,2015-04-11,Mobile,Female,paid_ads
772976,2015-04-12,Mobile,Male,paid_ads
638861,2015-01-21,Desktop,Female,paid_ads
987443,2015-02-23,Desktop,Male,search
416339,2015-01-23,Desktop,Male,paid_ads
559850,2015-02-11,Mobile,Female,paid_ads
897418,2015-03-01,Desktop,Male,paid_ads
339931,2015-02-02,Desktop,Male,paid_ads
125185,2015-01-19,Mobile,Male,paid_ads
780090,2015-03-30,Desktop,Female,paid_ads
35826,2015-01-17,Desktop,Male,paid_ads
430068,2015-01-26,Mobile,Male,paid_ads
187512,2015-01-05,Mobile,Male,paid_ads
369484,2015-03-19,Desktop,Male,paid_ads
587936,2015-04-04,Mobile,Male,paid_ads
412728,2015-02-20,Desktop,Male,search
904376,2015-02-12,Mobile,Female,search
564780,2015-02-27,Desktop,Female,paid_ads
505376,2015-01-14,Desktop,Female,paid_ads
388175,2015-03-21,Mobile,Female,search
620270,2015-03-19,Desktop,Male,search
400068,2015-03-11,Desktop,Male,paid_ads
180565,2015-04-14,Mobile,Female,search
134685,2015-04-07,Desktop,Male,paid_ads
168356,2015-04-01,Desktop,Female,search
897602,2015-01-03,Desktop,Female,paid_ads
764380,2015-04-16,Desktop,Male,paid_ads
522493,2015-04-23,Mobile,Male,paid_ads
583695,2015-01-23,Mobile,Male,paid_ads
63946,2015-02-16,Mobile,Male,paid_ads
282317,2015-04-03,Desktop,Male,paid_ads
337953,2015-01-13,Desktop,Female,paid_ads
71082,2015-01-15,Mobile,Female,paid_ads
519200,2015-04-20,Desktop,Male,paid_ads
710795,2015-02-24,Desktop,Female,paid_ads
296440,2015-02-11,Desktop,Male,search
534254,2015-02-21,Mobile,Female,paid_ads
351524,2015-02-27,Desktop,Male,search
416069,2015-01-14,Mobile,Female,search
906664,2015-03-06,Desktop,Female,search
584150,2015-03-21,Mobile,Male,search
248849,2015-01-29,Mobile,Female,paid_ads
791103,2015-03-20,Desktop,Male,search
400664,2015-02-28,Desktop,Male,paid_ads
634177,2015-01-09,Mobile,Female,paid_ads
959511,2015-03-13,Desktop,Male,search
940933,2015-02-20,Desktop,Female,search
859497,2015-02-11,Desktop,Male,paid_ads
701429,2015-02-24,Desktop,Male,paid_ads
105857,2015-04-17,Desktop,Female,paid_ads
609743,2015-04-30,Desktop,Female,paid_ads
81323,2015-04-11,Mobile,Male,search
87410,2015-04-07,Mobile,Female,search
822245,2015-02-06,Desktop,Female,paid_ads
480688,2015-04-26,Desktop,Male,search
728916,2015-03-26,Desktop,Female,paid_ads
538099,2015-03-25,Desktop,Male,search
57070,2015-02-09,Desktop,Male,paid_ads
367111,2015-02-24,Mobile,Female,paid_ads
949100,2015-04-25,Desktop,Male,paid_ads
15922,2015-02-13,Desktop,Male,search
514406,2015-02-24,Desktop,Male,paid_ads
716221,2015-03-27,Desktop,Male,paid_ads
875754,2015-01-02,Desktop,Male,paid_ads
247338,2015-02-28,Desktop,Female,search
597065,2015-02-19,Mobile,Male,paid_ads
271761,2015-01-23,Desktop,Female,paid_ads
688968,2015-01-01,Desktop,Female,paid_ads
40731,2015-02-10,Desktop,Female,paid_ads
380900,2015-02-01,Desktop,Male,search
507386,2015-03-04,Desktop,Male,search
677741,2015-01-11,Desktop,Female,search
447223,2015-04-14,Desktop,Female,paid_ads
327144,2015-02-09,Desktop,Male,paid_ads
957973,2015-04-07,Desktop,Male,paid_ads
477136,2015-01-03,Desktop,Male,search
993531,2015-01-29,Desktop,Female,search
999507,2015-02-20,Desktop,Female,paid_ads
584100,2015-01-05,Mobile,Female,search
551851,2015-03-21,Desktop,Male,search
36012,2015-04-27,Desktop,Female,search
859780,2015-01-06,Desktop,Female,search
775459,2015-02-14,Desktop,Male,search
687314,2015-02-15,Desktop,Male,paid_ads
542486,2015-03-09,Desktop,Female,paid_ads
70757,2015-04-20,Mobile,Female,search
262555,2015-04-16,Mobile,Female,search
900857,2015-02-01,Mobile,Male,search
914694,2015-03-16,Desktop,Male,search
124631,2015-01-08,Desktop,Female,paid_ads
940828,2015-03-19,Desktop,Male,paid_ads
749782,2015-01-22,Desktop,Female,paid_ads
741013,2015-03-06,Mobile,Male,paid_ads
578809,2015-02-18,Desktop,Male,paid_ads
448767,2015-03-31,Desktop,Male,search
346529,2015-03-22,Desktop,Female,paid_ads
166765,2015-04-18,Desktop,Male,search
862143,2015-04-12,Desktop,Male,paid_ads
608519,2015-02-09,Mobile,Male,search
147272,2015-04-30,Desktop,Male,paid_ads
929015,2015-01-17,Desktop,Male,paid_ads
994645,2015-03-29,Mobile,Female,search
606024,2015-01-26,Mobile,Male,search
883661,2015-04-13,Desktop,Female,search
815731,2015-04-10,Desktop,Male,paid_ads
733096,2015-01-19,Desktop,Female,paid_ads
153859,2015-01-29,Mobile,Female,search
228647,2015-03-09,Desktop,Female,search
44103,2015-01-02,Desktop,Male,paid_ads
475643,2015-04-14,Mobile,Female,paid_ads
717378,2015-03-09,Mobile,Male,paid_ads
671383,2015-03-03,Desktop,Male,search
196473,2015-04-27,Desktop,Male,search
982752,2015-04-11,Desktop,Male,paid_ads
320235,2015-03-20,Mobile,Male,paid_ads
285882,2015-01-27,Mobile,Female,search
966856,2015-01-11,Desktop,Female,paid_ads
513780,2015-02-02,Desktop,Female,paid_ads
988493,2015-01-26,Mobile,Male,paid_ads
160100,2015-03-28,Mobile,Female,paid_ads
743071,2015-03-28,Desktop,Male,search
80975,2015-03-01,Desktop,Female,search
96374,2015-04-26,Desktop,Female,paid_ads
106104,2015-02-13,Mobile,Male,paid_ads
961481,2015-04-30,Desktop,Female,paid_ads
873276,2015-02-28,Desktop,Female,paid_ads
183849,2015-03-17,Mobile,Female,paid_ads
881429,2015-02-25,Desktop,Male,paid_ads
33116,2015-01-07,Mobile,Female,search
72059,2015-04-16,Mobile,Female,search
601691,2015-01-31,Mobile,Female,paid_ads
603715,2015-03-21,Desktop,Male,search
511661,2015-04-05,Mobile,Female,paid_ads
178144,2015-04-01,Desktop,Male,search
33024,2015-04-05,Desktop,Male,search
119588,2015-04-30,Desktop,Male,paid_ads
833489,2015-04-27,Mobile,Female,search
999919,2015-04-24,Mobile,Male,search
505736,2015-04-27,Desktop,Female,paid_ads
1850,2015-04-15,Mobile,Male,paid_ads
960801,2015-01-13,Mobile,Male,paid_ads
449667,2015-03-31,Desktop,Male,paid_ads
838941,2015-04-08,Mobile,Male,paid_ads
125918,2015-03-14,Mobile,Female,paid_ads
587135,2015-01-26,Mobile,Female,search
522761,2015-04-20,Mobile,Female,search
638114,2015-01-09,Mobile,Female,paid_ads
809713,2015-03-21,Desktop,Female,paid_ads
856569,2015-01-29,Desktop,Female,paid_ads
385867,2015-01-22,Mobile,Male,search
109254,2015-03-08,Mobile,Male,search
136478,2015-04-24,Desktop,Female,search
68010,2015-02-16,Desktop,Male,search
299821,2015-03-13,Desktop,Female,search
69703,2015-02-23,Mobile,Female,search
571080,2015-02-06,Mobile,Male,paid_ads
581956,2015-02-25,Mobile,Male,search
538422,2015-02-05,Desktop,Male,paid_ads
234850,2015-01-22,Desktop,Male,search
514968,2015-04-01,Mobile,Male,paid_ads
329250,2015-02-07,Desktop,Male,search
842337,2015-02-23,Desktop,Female,paid_ads
614645,2015-04-27,Desktop,Male,paid_ads
321738,2015-03-04,Mobile,Male,paid_ads
441049,2015-01-25,Desktop,Female,search
344758,2015-04-14,Desktop,Female,paid_ads
38228,2015-03-08,Desktop,Female,paid_ads
767828,2015-01-08,Desktop,Female,search
490018,2015-02-16,Mobile,Female,paid_ads
748038,2015-01-10,Desktop,Female,search
359974,2015-02-01,Desktop,Male,search
74853,2015-03-13,Desktop,Male,search
760535,2015-02-09,Mobile,Female,search
251790,2015-03-10,Desktop,Female,search
231382,2015-02-26,Mobile,Female,search
327213,2015-01-14,Desktop,Male,search
735003,2015-01-02,Desktop,Female,search
396609,2015-01-19,Mobile,Male,paid_ads
741537,2015-03-12,Desktop,Male,paid_ads
150848,2015-02-17,Mobile,Female,search
318814,2015-01-09,Desktop,Male,paid_ads
52926,2015-02-21,Desktop,Female,paid_ads
425712,2015-03-27,Desktop,Female,paid_ads
435151,2015-03-10,Desktop,Female,search
361644,2015-04-13,Desktop,Female,search
403748,2015-04-25,Mobile,Female,paid_ads
667530,2015-02-02,Mobile,Female,search
334242,2015-03-23,Desktop,Female,paid_ads
33980,2015-03-22,Desktop,Female,search
263034,2015-04-05,Mobile,Female,paid_ads
40068,2015-01-02,Desktop,Male,search
545961,2015-02-02,Mobile,Female,paid_ads
717951,2015-01-12,Mobile,Female,paid_ads
354377,2015-02-23,Desktop,Female,paid_ads
967033,2015-03-08,Mobile,Female,paid_ads
19707,2015-04-24,Mobile,Male,paid_ads
782372,2015-02-05,Desktop,Male,search
767940,2015-03-03,Desktop,Male,paid_ads
87804,2015-03-13,Mobile,Male,search
383218,2015-01-08,Desktop,Male,paid_ads
979913,2015-03-24,Desktop,Male,paid_ads
333429,2015-04-15,Desktop,Male,paid_ads
234387,2015-03-25,Desktop,Male,paid_ads
718625,2015-04-01,Desktop,Male,search
403460,2015-04-01,Desktop,Female,search
296161,2015-04-28,Desktop,Female,search
115359,2015-03-30,Desktop,Male,paid_ads
38550,2015-03-03,Desktop,Male,search
641863,2015-04-23,Desktop,Female,search
885491,2015-04-01,Desktop,Female,paid_ads
942329,2015-01-10,Mobile,Female,paid_ads
435079,2015-03-15,Desktop,Female,paid_ads
659630,2015-04-25,Desktop,Female,search
32117,2015-02-15,Mobile,Male,paid_ads
753796,2015-03-19,Desktop,Male,search
701669,2015-04-03,Desktop,Male,paid_ads
619293,2015-02-12,Desktop,Female,paid_ads
517829,2015-04-03,Desktop,Male,paid_ads
514675,2015-04-14,Desktop,Male,paid_ads
131793,2015-03-31,Desktop,Male,search
756068,2015-01-10,Mobile,Male,paid_ads
187412,2015-02-14,Mobile,Female,search
580368,2015-02-21,Desktop,Male,paid_ads
353265,2015-02-10,Desktop,Male,paid_ads
121069,2015-01-05,Mobile,Female,search
66337,2015-02-10,Mobile,Male,search
876424,2015-04-23,Mobile,Male,search
70627,2015-03-01,Desktop,Male,search
355059,2015-02-13,Mobile,Male,paid_ads
605467,2015-01-20,Desktop,Male,search
183648,2015-03-26,Desktop,Female,search
127688,2015-01-04,Desktop,Male,search
583730,2015-04-12,Desktop,Female,search
111537,2015-02-03,Desktop,Male,paid_ads
745107,2015-04-13,Mobile,Male,paid_ads
593552,2015-01-29,Mobile,Female,search
219860,2015-02-14,Desktop,Male,search
28445,2015-04-28,Desktop,Male,paid_ads
438317,2015-04-22,Desktop,Male,search
539011,2015-03-11,Mobile,Male,search
344997,2015-02-01,Desktop,Male,paid_ads
777191,2015-03-21,Desktop,Male,paid_ads
984688,2015-04-27,Mobile,Male,search
163713,2015-01-26,Mobile,Male,search
927412,2015-01-19,Desktop,Female,paid_ads
520437,2015-04-16,Desktop,Female,paid_ads
692287,2015-02-16,Desktop,Male,search
161703,2015-02-11,Desktop,Male,paid_ads
991463,2015-02-18,Mobile,Male,paid_ads
410921,2015-04-27,Mobile,Male,paid_ads
91327,2015-01-11,Desktop,Female,paid_ads
861358,2015-03-29,Mobile,Female,search
743446,2015-03-01,Mobile,Female,paid_ads
401984,2015-01-14,Mobile,Male,paid_ads
778210,2015-01-20,Mobile,Male,paid_ads
989890,2015-04-03,Mobile,Male,search
16073,2015-02-25,Desktop,Female,paid_ads
309382,2015-03-17,Desktop,Male,search
961252,2015-03-17,Mobile,Female,paid_ads
728496,2015-04-15,Desktop,Female,paid_ads
101813,2015-02-26,Mobile,Female,search
286819,2015-03-18,Mobile,Male,search
814475,2015-03-16,Mobile,Male,search
443876,2015-04-30,Desktop,Male,search
285006,2015-03-08,Desktop,Male,search
524399,2015-02-15,Mobile,Male,paid_ads
373583,2015-03-12,Desktop,Male,search
586581,2015-02-03,Desktop,Male,paid_ads
198671,2015-01-09,Desktop,Female,search
920820,2015-02-19,Mobile,Female,search
363839,2015-02-13,Mobile,Male,search
51583,2015-01-06,Mobile,Male,search
548807,2015-01-02,Desktop,Male,paid_ads
853925,2015-01-02,Mobile,Female,paid_ads
117492,2015-01-22,Desktop,Male,search
360677,2015-04-03,Desktop,Female,paid_ads
959412,2015-04-02,Desktop,Male,search
152558,2015-02-05,Desktop,Male,paid_ads
469165,2015-02-13,Mobile,Male,paid_ads
472216,2015-02-02,Desktop,Female,paid_ads
633042,2015-04-06,Mobile,Male,search
284836,2015-01-12,Mobile,Female,search
198489,2015-01-08,Mobile,Female,search
598699,2015-04-18,Desktop,Male,search
75443,2015-02-12,Mobile,Female,search
856826,2015-01-14,Desktop,Male,paid_ads
629115,2015-01-22,Desktop,Male,search
680489,2015-02-10,Desktop,Male,paid_ads
675430,2015-04-21,Mobile,Male,paid_ads
402435,2015-03-06,Desktop,Male,search
448996,2015-01-23,Desktop,Male,paid_ads
237248,2015-04-05,Mobile,Male,search
528107,2015-04-29,Mobile,Male,paid_ads
163444,2015-03-31,Mobile,Male,paid_ads
402590,2015-03-31,Desktop,Male,search
984352,2015-02-11,Mobile,Male,search
922508,2015-01-20,Desktop,Male,paid_ads
13248,2015-04-06,Mobile,Male,paid_ads
234705,2015-03-09,Desktop,Male,search
309147,2015-01-22,Desktop,Male,paid_ads
693690,2015-01-18,Mobile,Female,search
312774,2015-04-18,Mobile,Male,search
672795,2015-03-26,Mobile,Female,search
440031,2015-03-31,Desktop,Female,paid_ads
980266,2015-01-20,Mobile,Female,paid_ads
437059,2015-01-04,Desktop,Male,search
726439,2015-04-06,Desktop,Male,paid_ads
50866,2015-01-23,Desktop,Male,paid_ads
912691,2015-03-01,Mobile,Male,paid_ads
177527,2015-01-15,Desktop,Female,paid_ads
932426,2015-02-28,Mobile,Female,paid_ads
659006,2015-01-31,Mobile,Male,search
592358,2015-03-16,Desktop,Female,search
372793,2015-02-22,Desktop,Female,paid_ads
516124,2015-01-13,Mobile,Male,paid_ads
967969,2015-02-12,Mobile,Male,paid_ads
410338,2015-01-04,Desktop,Female,search
392644,2015-03-08,Mobile,Male,search
39653,2015-03-06,Desktop,Male,paid_ads
662175,2015-03-27,Desktop,Female,search
921641,2015-04-01,Desktop,Female,paid_ads
749661,2015-02-21,Desktop,Female,search
484610,2015-03-27,Desktop,Male,search
651850,2015-02-19,Desktop,Female,paid_ads
587892,2015-01-01,Desktop,Female,paid_ads
565147,2015-03-02,Desktop,Female,paid_ads
800964,2015-03-03,Mobile,Female,paid_ads
802861,2015-03-04,Desktop,Female,search
95221,2015-01-12,Desktop,Female,paid_ads
676962,2015-04-16,Desktop,Male,search
334941,2015-04-25,Desktop,Female,search
227719,2015-02-07,Desktop,Female,paid_ads
753221,2015-02-20,Desktop,Male,search
276261,2015-04-20,Mobile,Male,paid_ads
11026,2015-01-20,Desktop,Male,search
384505,2015-01-27,Desktop,Male,search
133089,2015-03-10,Desktop,Male,paid_ads
119643,2015-04-12,Desktop,Male,search
148157,2015-04-29,Mobile,Female,paid_ads
664526,2015-02-11,Mobile,Male,paid_ads
577515,2015-01-28,Desktop,Male,paid_ads
582219,2015-01-04,Desktop,Female,paid_ads
670302,2015-04-14,Mobile,Female,paid_ads
663898,2015-01-26,Desktop,Female,paid_ads
87566,2015-01-22,Mobile,Male,paid_ads
365697,2015-01-06,Desktop,Female,paid_ads
813996,2015-03-20,Desktop,Male,paid_ads
429546,2015-01-11,Desktop,Female,paid_ads
514144,2015-01-11,Desktop,Female,search
198768,2015-02-20,Desktop,Female,paid_ads
392569,2015-04-26,Desktop,Male,paid_ads
222495,2015-04-26,Desktop,Female,paid_ads
726256,2015-02-21,Mobile,Female,paid_ads
482695,2015-01-25,Desktop,Female,paid_ads
700072,2015-03-16,Desktop,Female,paid_ads
278804,2015-03-25,Desktop,Male,paid_ads
610022,2015-03-04,Mobile,Female,paid_ads
114427,2015-01-07,Desktop,Female,paid_ads
898604,2015-01-15,Desktop,Female,search
61888,2015-01-28,Mobile,Male,search
662476,2015-04-21,Desktop,Male,paid_ads
434293,2015-03-07,Desktop,Male,paid_ads
323770,2015-03-03,Mobile,Male,paid_ads
760034,2015-01-29,Desktop,Female,paid_ads
913556,2015-01-20,Mobile,Female,paid_ads
657726,2015-04-17,Desktop,Female,search
665185,2015-04-06,Mobile,Female,paid_ads
